Title,Address,Type,Area,Price
 Cần bán căn hộ mini gần công viên 29/3 Thanh Khê - LH: 0366528515,"Phường Thạc Gián,  Thanh Khê",Bán căn hộ chung cư,46,1170.0
" Thông Nguyễn Sinh Sắc dự án Kim Long khu E3. Giá đầu tư, trục thông đẹp nhất dự án","Phường Hòa Minh,  Liên Chiểu",Bán đất nền dự án,100,4400.0
 Biệt thự Đảo Ngọc mặt kênh sinh thái view sông - cách biển 700m - TT dàn trải - sổ lâu dài giá CĐT,"Phường Hòa Hải,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",345,
" Đất nền Đà Nẵng Dragon Park City k bắt buộc xây dựng giá chỉ 2 tỷ/lô , chiết khấu cao0972219588", Liên Chiểu,Bán đất nền dự án,100,
" Nhà phố hai mặt tiền view sông Hàn, trung tâm Đà Nẵng, gần dự án Sun Olalani","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà mặt phố,144,11200.0
" Bán 3 căn biệt thự view công viên, ngay sông Hàn, trung tâm Đà Nẵng, giá ưu đãi","Phường Nại Hiên Đông,  Sơn Trà","Bán nhà biệt thự, liền kề",288,22500.0
" Siêu phẩm, gia chủ cần tiền bán rẻ lại căn nhà 4 tầng siêu đẹp, ngay sông Hàn, trung tâm Đà Nẵng","Phường Hòa Cường Nam,  Hải Châu",Bán nhà mặt phố,120,17058.0
" Bán nhà 3,5 tầng hai mặt tiền trung tâm Đà Nẵng, giá 9,5 tỷ","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà mặt phố,144,9500.0
" Bán nhà 2 mặt tiền view sông Hàn, trung tâm Đà Nẵng, đường 20m","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà mặt phố,144,
 Bán nhà 2 tầng 2 mê chuồng cu đường Cồn Dầu 2 _ Hòa Xuân giá tốt,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,3850.0
 BÁN ĐẤT CHÍNH CHỦ KHU HOÀ XUÂN MỞ RỘNG - GẦN CẦU HOÀ XUÂN - CẨM LỆ - TP.ĐÀ NẴNG:,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,121,
 Mua nhanh kẻo lỡ giá chưa đến 2 tỷ ngay trung tâm đi ra biển nguyễn tất thành 5p,"Phường Tam Thuận,  Thanh Khê",Bán nhà riêng,35,1850.0
" Sở hữu căn hộ biển cao cấp The Sang chỉ với 1,3 tỷ được tặng ngay gói quà tặng trị giá 300 triệu","Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán căn hộ chung cư,82,3813.0
 Nóng bỏng tay - chỉ từ 2 tỷ sở hữu ngay đất nền ven biển trung tâm TP Đà Nẵng 0928095888, Liên Chiểu,Bán đất nền dự án,85,1900.0
 Đất nền DA B - Ocean bên cạnh UBND Quận Liên Chiểu 2 trục đường Nguyễn Sinh Sắc và Hoàng Thị Loan,"Phường Hòa Minh,  Liên Chiểu",Bán đất nền dự án,93,3900.0
" Bán nhà C4 mặt tiền Tôn Thất Thiệp, Ngũ Hành Sơn, Đà Nẵng","Phường Mỹ An,  Ngũ Hành Sơn",Bán nhà mặt phố,65,4950.0
" Suất 3 căn ưu tiên giá CĐT gần KĐT Nam Hòa Xuân, sở hữu lâu dài ,vốn từ 9 tỷ, miễn gốc lãi 24 tháng", Ngũ Hành Sơn,"Bán shophouse, nhà phố thương mại",146,21608000.0
 Bán Đất - Nhà Xưởng 278m2 MT Đường 33m Võ Chí Công- Đoạn Gần Cầu Nguyễn Tri Phương,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,278,22000.0
" Bán đất MT đường Võ Nguyên Giáp, kế bên A la carte hotel, Q. Sơn Trà, DT: 741m2","Phường Phước Mỹ,  Sơn Trà",Bán đất,741,240000.0
" Mở bán phân khu mới Dragon Seaphoni. Giá chỉ 2 tỷ 2, năm sau có sổ", Liên Chiểu,Bán đất nền dự án,100,2200.0
" Bán nhanh lô 100m2 Dragon Smart City đường 7m5 tại Quận Liên Chiểu, Đà Nẵng. LH: 0942 689 467","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,100,
" Bán đất mặt tiền đường 2 tháng 9, P. Hoà Cường, Quận Hải Châu. DT: 1313m2","Phường Hòa Cường Bắc,  Hải Châu",Bán đất,1313,180000.0
" Bán khách sạn 4 sao góc 2 mặt tiền đường Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,738,435000.0
" Bán Villa cực đẹp 3 mặt tiền đường 2/9, P. Hòa Cường Bắc, Q. Hải Châu. DT: 2.543m2","Phường Hòa Cường Bắc,  Hải Châu",Bán nhà mặt phố,2543,315000.0
" Bán khách sạn 4 sao mặt tiền đường Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,600,450000.0
" Bán gấp lô đất tặng nhà cấp 4 cũ kiệt ô tô Trần Phú, Hải Châu sau lưng nhà mặt tiền","Phường  Hải Châu I,  Hải Châu",Bán đất,39,4100.0
" Bán khách sạn 4 sao góc 2 mặt tiền đường Võ Nguyên Giáp, Q. Sơn Trà. DT: 600m2","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,600,435000.0
" Bán khách sạn góc 2 mặt tiền đường Võ Nguyên Giáp, Q. Sơn Trà. DT: 740m2","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,740,435000.0
" Chỉ với 1,3 tỷ (20%) sở hữu ngay căn hộ cao cấp 5 sao mặt tiền sông Hàn, ngay trung tâm thành phố","Phường Bình Thuận,  Hải Châu",Bán căn hộ chung cư,68,6500.0
 Bán Đất đường HOÀI THANH gần ngay LÊ VĂN HƯU giá tốt - P Mỹ An - Ngũ Hành Sơn - Đà Nẵng.,"Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán đất,88,5200.0
 Booking quyền ưu tiên mua căn hộ The Filmore Đà Nẵng 100 triệu/suất không mua hoàn lại tiền,"Phường Bình Thuận,  Hải Châu",Bán căn hộ chung cư,71,7810000.0
 Bán lô đất đẹp mặt tiền đường Mỹ An 2 giá rẻ ngay Cầu Trần Thị Lý Phường Mỹ An Đà Nẵng,"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,90,5650.0
" Bán khách sạn 4 sao góc 2 mặt tiền đường Võ Nguyên Giáp, Sơn Trà. DT: 740m2","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,740,435000.0
" Bán khách sạn 4 sao đường Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà. DT: 600m2","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,600,280000.0
" Bán khách sạn 4 sao mặt tiền đường Võ Nguyên Giáp, P. Phước Mỹ, Q.Sơn Trà đối diện nhà hàng 4U","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,600,435000.0
" Bán nhà gác lửng K572 Ông Ích Khiêm, Nam Dương, Hải Châu","Phường Nam Dương,  Hải Châu",Bán nhà riêng,54.2,2300.0
" Bán nhà mặt tiền chợ An Hải Bắc, đường Nguyễn Chí Diễu, An Hải Bắc, Sơn Trà, Đà Nẵng","Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,125,11700.0
 Đảo Kim Cương Sunneva Island món quà từ mặt trời,"Phường Hòa Quý,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,32000.0
" Bán lô đất góc 2 mặt tiền Trần Bạch Đằng - Đỗ Bá, Phường Mỹ An, Q. Ngũ Hành Sơn. DT: 931m2","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,931,270000.0
" Bán nhà mặt tiền đường 2 Tháng 9, P. Hoà Cường, Quận Hải Châu","Phường Hòa Cường Bắc,  Hải Châu",Bán nhà mặt phố,1313,158000.0
 Bán lô góc đẹp nhất dự án Phú Mỹ An diện tích 324m2 giá 13 tỷ,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất nền dự án,324,13000.0
 Cần bán đất biệt thự Trung Lương 9 - Khu đảo VIP - DT: 250 m2,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,250,11000.0
 CẦN TIỀN BÁN GẤP LÔ ĐẤT LÊ QUANG ĐẠO 82.4m2. NGANG 4.5m2 GẦN KHU PHỐ TÂY AN THƯỢNG,"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,82.4,12000.0
 Nhà 2 tầng 3pn full nội thất ngay công an quận Thanh Khê - ô tô đậu 24/7 gần nhà,"Phường Hòa Khê,  Thanh Khê",Bán nhà riêng,52,2650.0
 Chủ cần bán nhanh lô đất nền Nam Hoà Xuân.b2.97 sạch đẹp giá hạ nhiệt 3.27 tỷ, Ngũ Hành Sơn,Bán đất nền dự án,105,3270.0
 Nhà 2 mê 3PN full nội thất sát chợ hoa - Thanh Khê,"Phường An Khê,  Thanh Khê",Bán nhà riêng,60,3250.0
 Đất MT Phú Xuân 2 kẹp công viên 10m khu vip - Gần biển - Xây căn hộ là sự lựa chọn lý tưởng,"Phường Hòa Minh,  Liên Chiểu",Bán đất,100,4200.0
 Bán lô đường 10.5m lề 5m Đô Đốc Lân - Hoà Xuân - Cẩm Lệ đối diện trường C3 Nguyễn Văn Thoại,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,4250.0
 Bán nhà MT Cồn Dầu 1 - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,3780.0
 Bán lô đường 7.5m lề 3m Đoàn Hữu Trưng - Hoà An - Cẩm Lệ giá tốt,"Phường Hòa An,  Cẩm Lệ",Bán đất,117,4070.0000000000005
 Bán nhà 3 tầng đường 10.5m Nguyễn Đức Trung - nhà 3 mặt tiền đang kinh doanh - chính chủ bán,"Phường Thanh Khê Đông,  Thanh Khê",Bán nhà mặt phố,133,20000.0
" Bán lô đường 7.5m lề 4m Nguyễn Kim - Hoà Xuân, giá tốt nhất thị trường","Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,3520.0
 Bán lô đường 15m lề 5m MT Phạm Hùng - Hoà Phước,"Xã Hòa Phước,  Hòa Vang",Bán đất,107.5,6200.0
 Đất đường Cồn Dầu 18 - Ven sông sinh thái Hòa Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,100,4250.0
" Nhà 2 mặt đường Nguyễn Thị Minh Khai, trung tâm thành phố, Hải Châu, Đà Nẵng","Phường Thạch Thang,  Hải Châu",Bán nhà mặt phố,675.8,118264999.99999999
" Cặp đất biệt thự phố tây Bùi Viện Đà Nẵng, đối lưng Thăng Long ven sông Hàn","Phường Hòa Cường Nam,  Hải Châu",Bán đất,496,30752000.0
 Khu E Kim Long - Nguyễn Sinh Sắc gần biển. Chỉ 4 tỷ/ lô,"Phường Hòa Minh,  Liên Chiểu",Bán đất nền dự án,90,4000.0
" Lô góc đường 10,5m Trương Định - Hướng Đông view biển. Giá tốt nhất Sơn Trà, Đà Nẵng","Phường Mân Thái,  Sơn Trà",Bán đất,105,12075000.0
" Bán toà căn hộ 4 tầng - mặt tiền Khu An Thượng - Đà Nẵng. Xây 4 tầng, 7 phòng cho thuê 24tr - 6tỷ7", Ngũ Hành Sơn,Bán nhà mặt phố,65,6700.0
" Cần bán nhanh nhà 2 tầng diện tích lớn, kiệt 3m đường Đống Đa giá rẻ","Phường Thạch Thang,  Hải Châu",Bán nhà riêng,62,3500.0
 Hoà Ninh diện tích 20000m2 có 400m2 đất ở đường hai tô tránh nhau. Cách đường vành đai 300m,"Xã Hòa Ninh,  Hòa Vang","Bán trang trại, khu nghỉ dưỡng",20000,
" Hàng kín giá tốt bán nhà hai tầng cách bãi tắm Mỹ Khê 200m. DT: 215m2 ngang 7,8m","Phường Mỹ An,  Ngũ Hành Sơn",Bán nhà mặt phố,215,18060000.0
" Sốc lô đất sạch đẹp mặt tiền đường 30,5m giá 46,7 tr/m2, ngang 7,5. Vị trí đẹp nhất khu Phú Mỹ An","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,150,7000.0
 Bán nhà 3 tầng đường Hoàng Hiệp - Hoà Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,5400.0
 Bán nhà 2 tầng đường Khương Hữu Dụng - Hoà Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,4400.0
" Sốc sốc sốc lô đất diện tích lớn hai mặt tiền Phan Tứ, giá sơ sơ sinh chưa qua đầu tư. Sát biển","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,520,50000.0
" Chính chủ cần bán gấp khách sạn mini 7 tầng, cách biển 400m","Phường An Hải Đông,  Sơn Trà",Bán nhà riêng,74,15000.0
 Bán 3 lô liền kề kho Nguyễn Công Hoan - Sau lưng bến xe Đà Nẵng,"Phường Hòa An,  Cẩm Lệ",Bán đất,545,18000.0
 Bán nhà 3 tầng 2 mặt kiệt 90 Nguyễn Văn Linh - P. Nam Dương - Q. Hải Châu - ĐN,"Phường Nam Dương,  Hải Châu",Bán nhà riêng,73,4850.0
" Bán lô góc 2MT TĐC Đà Sơn - Hoà Khánh Nam - Liên Chiểu, giá tốt","Phường Hòa Khánh Nam,  Liên Chiểu",Bán đất,204.9,5500.0
 Bán lô đường 7.5m lề 3m Đỗ Thúc Tịnh - Khuê Trung - Cẩm Lệ,"Phường Khuê Trung,  Cẩm Lệ",Bán đất,103,5000.0
 Bán 2 lô liền kề đường Nguyễn Hữu Thọ - Khuê Trung - Cẩm Lệ,"Phường Khuê Trung,  Cẩm Lệ",Bán đất,250,31000.0
 Bán lô 2 mặt tiền Thanh Lương 11 và Thanh Lương 12 - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,128.9,5600.0
" Chính chủ bán nhà view biển Mâu Thái, sau đường Vĩ Nguyên Giáp, DT 105m2, MT 5m. LH: 0845636888","Phường Mân Thái,  Sơn Trà",Bán nhà riêng,105,8000.0
" Căn hộ 2PN The Ori Garden giá tốt nhất 1.150tỷ, view hồ bơi nội khu. Diện tích 53m2","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán căn hộ chung cư,53.4,1150.0
 Bán lô MT Văn Tiến Dũng - Hoà Xuân - đoạn đầu đường giá tốt,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,5200.0
 Bán lô góc 2MT đường Ngô Mây và Hoàng Đạo Thành - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,127,4750.0
" Chính chủ xuất ngoại gấp nên bán rẻ nhà giá đẹp như mơ, hiếm có, nội thất đầy đủ, siêu sang","Phường Thanh Khê Đông,  Thanh Khê",Bán nhà riêng,51,2700.0
 Bán nhà 3 tầng 3 mê MT Vũ Quỳnh - Thanh Khê,"Phường Thanh Khê Tây,  Thanh Khê",Bán nhà mặt phố,75,5200.0
" Bán đất đường Phạm Văn Đồng, ngay gần biển: 0962138263","Phường An Hải Đông,  Sơn Trà",Bán đất,125,27000.0
" Đất chính chủ mặt tiền đường Xô Viết Nghệ Tĩnh, Hải Châu, Đà Nẵng","Phường Khuê Trung,  Cẩm Lệ",Bán đất,150,16500.0
 Bán nhà 3 tầng đường Trung Lương 15 - Đảo Vip - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,6800.0
 Cần thu hồi vốn bán nhanh căn shophouse tại phố đi bộ đẳng cấp nhất trung tâm Đà Nẵng,"Phường Hòa Cường Nam,  Hải Châu","Bán nhà biệt thự, liền kề",120,18500.0
 Bán lô đường Lê Kim Lăng - Hoà Thọ Đông - Cẩm Lệ lề 12m,"Phường Hòa Thọ Đông,  Cẩm Lệ",Bán đất,116,6150.0
 Chính chủ cần bán biệt thự nghỉ dưỡng Đà Nẵng One River sở hữu lâu dài giá tốt nhất,"Phường Hòa Hải,  Ngũ Hành Sơn","Bán nhà biệt thự, liền kề",300,23000.0
 Bán đất đường Lê Quảng Chí - Hoà Xuân - Cẩm Lệ - TP Đà Nẵng,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,6700.0
" Bán lô đất đường Đỗ Thế Chấp, cách biển Phạm Văn Đồng 100m, giáp Sheraton Đà Nẵng 0962138263","Phường Phước Mỹ,  Sơn Trà",Bán đất,240,
 Cần bán đất mặt tiền đường Mẹ Thứ - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,126.8,5500.0
" Bán siêu phẩm đường Tô Hiệu, Đà Nẵng 229 m2 giá chỉ 11,5 tỷ","Phường Hòa Minh,  Liên Chiểu",Bán nhà mặt phố,229.3,11500.0
 Bán lô đường 10.5m Phan Thao - Hoà Xuân gần vs Trần Nam Trung,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,4400.0
" Cần bán đất thuộc KĐT Golden Hills đối lưng vệt 50m Nguyễn Tất Thành, giá rẻ đầu tư. LH 0905820090","Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất nền dự án,100,
 Thông tin chính thức từ CĐT về dự án Regal Pavillon - phố đi bộ thương mại đầu tiên tại Đà Nẵng, Hải Châu,"Bán shophouse, nhà phố thương mại",411,
 Bán nhà 2.5 tầng đường Vũ Đình Liên - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,5100.0
 Bán lô đất biệt thự Trần Đại Nghĩa - Hoà Hải - Ngũ Hành Sơn,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,375,14800.0
 Bán lô 2MT đường Nam Cao kẹp kiệt 3m - Vị trí kinh doanh sầm uất,"Phường Hòa Khánh Bắc,  Liên Chiểu",Bán đất,161.5,7900.0
 Bán nhà mặt tiền đường Dương Đình Nghệ 4 tầng,"Phường  An Hải Bắc,  Sơn Trà",Bán nhà mặt phố,87.5,11007500.0
 Bán nhà 3 mê 3 tầng đường 10.5m lề 5m Hà Tông Quyền - Khuê Trung - Cẩm Lệ,"Phường Khuê Trung,  Cẩm Lệ",Bán nhà mặt phố,136.8,9500.0
 Bán cụm đất 587m2 kiệt 6m Lê Văn Hiến - Ngũ Hành Sơn,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,587.3,6900.0
" Bán lô đường Nguyễn Kim - Hoà Xuân - Cẩm Lệ, giá đầu tư","Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,3600.0
" Bán lô đất đẹp ngay công viên Hồ Nghinh đường Phước Trường 11 giá rẻ nhất tuyến đường, 0901319109","Phường Phước Mỹ,  Sơn Trà",Bán đất,100,8150.0
 Bán lô biệt thự đường Phan Tòng thông ra Trường Sa - Hoà Hải - Ngũ Hành Sơn,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,157,6300.0
 Bán 2 lô liền kề đường vệt 50m Nguyễn Tất Thành nối dài,"Phường Hòa Hiệp Nam,  Liên Chiểu",Bán đất,220,10000.0
 Bán lô 2 MT đường 10.5m Tân Lưu - TĐC Tân Trà - Hoà Hải - Ngũ Hành Sơn,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,154.6,8700.0
 Bán lô MT đường Nguyễn Xí - Hoà Minh - Liên Chiểu,"Phường Hòa Minh,  Liên Chiểu",Bán đất,125,5300.0
 Bán nhà 2 tầng 2 mê đường Bùi Trang Chước - sát Lê Quảng Chí - Hoà Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,5900.0
" Cần tiền bán rẻ căn nhà 3 tầng MT Đặng Thai Mai, Thanh Khê, 130m2, 13.8 tỷ, 0905075155","Phường Vĩnh Trung,  Thanh Khê",Bán nhà mặt phố,130,13800.0
 Bán lô đất MT Bình Thái 1 - Tặng nhà 2 tầng kiên cố - tách được 2 lô,"Phường Hòa Thọ Đông,  Cẩm Lệ",Bán nhà mặt phố,203,7000.0
" Chính chủ gửi bán nhanh lô đất kiệt 113 Hoàng Văn Thái, cách kiệt 50m giá tốt","Phường Hòa Khánh Nam,  Liên Chiểu",Bán đất,60,1820.0
 Bán lô 2MT đường Hoàng Bình Chính - Bùi Bỉnh Uyên - Hoà Hải - Ngũ Hành Sơn,"Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,266,11200.0
 Bán lô góc 2MT Trần Lê và Cẩm Nam 9 - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,107.5,4850.0
" Cần bán 2 lô thôn Dương Sơn, xã Hoà Châu, huyện Hoà Vang, TP Đà Nẵng","Xã Hòa Châu,  Hòa Vang",Bán đất,127,1250.0
" Bán lô ống và lô góc 2MT đường 10m5 Lê Quảng Chí, Hoà Xuân, Cẩm Lệ","Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,165,
" Bản đồ phân lô Nam Hòa Xuân, khu đô thị ven sông Hòa Quý là dự án thu hút nhiều khách đầu tư","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất nền dự án,100,3300.0
 CHUYỂN NHƯỢNG XƯỞNG 7800M2 TẠI KCN HOÀ KHÁNH,"Phường Hòa Khánh Bắc,  Liên Chiểu","Bán kho, nhà xưởng",7800,26000.0
" Bán đất Đảo 1, qua cầu Hòa Xuân rẽ phải, sau lưng siêu thị Mega, 0938122267","Phường Hòa Xuân,  Cẩm Lệ",Bán đất,100,4200.0
 Bán gấp lô Lý Tế Xuyên - Khuê Trung - Cẩm Lệ,"Phường Khuê Trung,  Cẩm Lệ",Bán đất,70,3290.0
" Bán đất block Điện Âm khu đô thị sinh thái ven sông Nam Hòa Xuân, Ngũ Hành Sơn","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất nền dự án,105,3600.0
 Đất nền block Đầm Sen khu đô thị sinh thái ven sông Nam Hòa Xuân - 0938122267,"Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất nền dự án,100,3600.0
" Bán đất 2 mặt tiền kiệt ô tô đường Bình Kỳ, Đà Nẵng. Giá 2.3 tỷ DT 112m2","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất,112,2300.0
 Bán lô MT Trần Thái Tông - An Khê - Thanh Khê,"Phường An Khê,  Thanh Khê",Bán đất,62,3400.0
" Bán đất khu đô thị Phước Lý tại Hòa An 22, Đà Nẵng","Phường Hòa An,  Cẩm Lệ",Bán đất nền dự án,100,3100.0
 Bán nhà 3 tầng đường Đậu Quang Lĩnh - Hoà Xuân,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,100,5200.0
" Bán lô góc 2 mặt tiền đường Trần Bạch Đằng - Đỗ Bá, P. Mỹ An, Quận Ngũ Hành Sơn","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,535,170000.0
" Đất nền Nam Nguyễn Tri Phương, Hòa Xuân, Cẩm Lệ. 0938122267","Phường Hòa Xuân,  Cẩm Lệ",Bán đất nền dự án,100,3500.0
 Bán 2 lô liền kề đường 29/3 - Hoà Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,200,14000.0
" Bán nhà riêng 5 tầng x 120m2 có thang máy khu đô thị Hoà Xuân, Đà Nẵng","Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,120,10500.0
 Lô góc ngã 4 view sông Hàn gần mặt tiền đường Thăng Long - Hải Châu - Đà Nẵng. Diện tích 160m2,"Phường Hòa Cường Nam,  Hải Châu",Bán đất,160,19200000.0
 Bán khách sạn 4 sao mặt tiền đẹp nhất đường Võ Nguyên Giáp đối diện nhà hàng 4U. Giá chỉ 495 tỷ,"Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,600,495000.0
 Bán đất kiệt ô tô 5m Trần Thái Tông - An Khê - Thanh Khê,"Phường An Khê,  Thanh Khê",Bán đất,51,2400.0
" Bán nhà đường 7m5, Lê Chân, gần Vương Thừa Vũ, 5' ra biển, DT 75m2, giá 4.Xx tỷ","Phường Nại Hiên Đông,  Sơn Trà",Bán nhà riêng,75,4900.0
" Bán đất đường Hoài Thanh, Mỹ An, Ngũ Hành Sơn","Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,87.7,5200.0
 chính chủ bán nhà 3 tầng đường Nguyễn Sắc Kim _ Hòa Xuân _ Cẩm Lệ full nội thất,"Phường Hòa Xuân,  Cẩm Lệ",Bán nhà mặt phố,95,5400.0
" Bán 560m2 đất mặt tiền đường 2 tháng 9, Q. Hải Châu. Giá cực rẻ","Phường Hòa Cường Bắc,  Hải Châu",Bán đất,560,36000.0
" Bán nhà mặt tiền đường 2 tháng 9, P. Hòa Cường Bắc, Q. Hải Châu. DT: 560m2","Phường Hòa Cường Bắc,  Hải Châu",Bán nhà mặt phố,560,33500.0
" Cần bán tòa nhà 7 tầng đường Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng","Phường Phước Mỹ,  Sơn Trà",Bán nhà mặt phố,77,7700.0
" Bán lô đất 1000m2 ở lâu dài đường Trường Sa, Đà Nẵng đối diện resort 5 sao LH: 0935932887","Phường Hòa Hải,  Ngũ Hành Sơn",Bán đất,1000,42000.0
" Chung cư cao cấp hot nhất Đà Nẵng, trực diện view biển Mỹ Khê, giá tốt nhất","Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán căn hộ chung cư,105,
 Kẹt ngân hàng cần bán rẻ căn hộ cao cấp nhất Đà Nẵng,"Phường  Khuê Mỹ,  Ngũ Hành Sơn",Bán căn hộ chung cư,83,
 Giá rẻ nhất tuyến lô đất mặt tiền Hoài Thanh gần ĐH kinh tế chỉ 5.2 tỷ. LH 0901319109,"Phường Mỹ An,  Ngũ Hành Sơn",Bán đất,87.7,5200.0
 Bán nhà kiệt xe hơi 5m đường Hải Phòng cạnh ga ĐN,"Phường Tân Chính,  Thanh Khê",Bán nhà riêng,36,2650.0
 Chính chủ bán 2 MT siêu đẹp - rẻ - tốt - Hòa Xuân - Cẩm Lệ,"Phường Hòa Xuân,  Cẩm Lệ",Bán đất,154.6,5800.0
 Bán thửa đất 500m2 đường Trường Sa. LH: 0917979862, Ngũ Hành Sơn,Bán đất,500,
" Bán nhà 3 tầng Trần Cao Vân, Thanh Khê, tp Đà Nẵng","Phường Thanh Khê Đông,  Thanh Khê",Bán nhà riêng,66,4500.0
 Hàng độc quyền đất nền dự án Dragon City Đà Nẵng giá siêu rẻ. Liên hệ 0966183310, Liên Chiểu,Bán đất nền dự án,90,1980000.0
" chủ gửi bán các lô giá tốt nam hòa xuân, hàng nắm chủ","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất nền dự án,110,3350.0
" Bán đất mặt tiền đường 2/9, Quận Hải Châu đối diện công viên Apec","Phường Hòa Cường Bắc,  Hải Châu",Bán đất,2000,700000.0
" Bán gấp nhà mặt tiền đường 2 tháng 9, P. Hòa Cường Bắc, Q. Hải Châu","Phường Hòa Cường Bắc,  Hải Châu",Bán nhà mặt phố,560,33500.0
 Cần tiền trả nợ nên bán gấp lô đất biển giá rẻ nhất thị trường. Liên hệ 0905357837,"Phường Mân Thái,  Sơn Trà",Bán đất,80,
" Đất nền Nam Hoà Xuân, Đà Nẵng CĐT SUN GROUP Uy Tín Số 1 Thị Trường Sổ đỏ Lâu Dài, Sẵn Sàng Bàn Giao","Phường Hòa Quý,  Ngũ Hành Sơn",Bán đất nền dự án,250,7500.0
" Bán 560m2 đất mặt tiền đường 2 tháng 9, P. Hòa Cường Nam, Quận Hải Châu","Phường Hòa Cường Nam,  Hải Châu",Bán đất,560,33500.0
" Bán nhà mặt tiền đường 2/9, P. Bình Hiên, Quận Hải Châu. Đối diện CV Apec","Phường Bình Hiên,  Hải Châu",Bán nhà mặt phố,2000,700000.0
