Title,Address,Type,Area,Price
 Bán Đất đường HOÀI THANH gần ngay LÊ VĂN HƯU giá tốt - P Mỹ An - Ngũ Hành Sơn - Đà Nẵng.,"Đường Hoài Thanh, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,88 m²,5.2 tỷ
 Booking quyền ưu tiên mua căn hộ The Filmore Đà Nẵng 100 triệu/suất không mua hoàn lại tiền,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",Loại tin đăng: Bán căn hộ chung cư,71 m²,110 triệu/m²
 Bán lô đất đẹp mặt tiền đường Mỹ An 2 giá rẻ ngay Cầu Trần Thị Lý Phường Mỹ An Đà Nẵng,"Đường Mỹ An 2, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,90 m²,5.65 tỷ
" Bán khách sạn 4 sao góc 2 mặt tiền đường Võ Nguyên Giáp, Sơn Trà. DT: 740m2","Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,740 m²,435 tỷ
" Bán khách sạn 4 sao đường Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà. DT: 600m2","Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,600 m²,280 tỷ
" Bán khách sạn 4 sao mặt tiền đường Võ Nguyên Giáp, P. Phước Mỹ, Q.Sơn Trà đối diện nhà hàng 4U","Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,600 m²,435 tỷ
" Bán nhà gác lửng K572 Ông Ích Khiêm, Nam Dương, Hải Châu","K572, Đường Ông Ích Khiêm, Phường Nam Dương, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,54.2 m²,2.3 tỷ
" Bán nhà mặt tiền chợ An Hải Bắc, đường Nguyễn Chí Diễu, An Hải Bắc, Sơn Trà, Đà Nẵng","Đường Nguyễn Chí Diễu, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,125 m²,11.7 tỷ
 Đảo Kim Cương Sunneva Island món quà từ mặt trời,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",300 m²,32 tỷ
" Bán lô đất góc 2 mặt tiền Trần Bạch Đằng - Đỗ Bá, Phường Mỹ An, Q. Ngũ Hành Sơn. DT: 931m2","Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,931 m²,270 tỷ
" Bán nhà mặt tiền đường 2 Tháng 9, P. Hoà Cường, Quận Hải Châu","Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,1313 m²,158 tỷ
 Bán lô góc đẹp nhất dự án Phú Mỹ An diện tích 324m2 giá 13 tỷ,"Dự án Phú Mỹ An, Đường Vân Đài Nữ Sĩ, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,324 m²,13 tỷ
 Cần bán đất biệt thự Trung Lương 9 - Khu đảo VIP - DT: 250 m2,"Đường Trung Lương 9, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,250 m²,11 tỷ
 CẦN TIỀN BÁN GẤP LÔ ĐẤT LÊ QUANG ĐẠO 82.4m2. NGANG 4.5m2 GẦN KHU PHỐ TÂY AN THƯỢNG,"Đường Lê Quang Đạo, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,82.4 m²,12 tỷ
 Nhà 2 tầng 3pn full nội thất ngay công an quận Thanh Khê - ô tô đậu 24/7 gần nhà,"Đường Trần Xuân Lê, Phường Hòa Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,52 m²,2.65 tỷ
 Chủ cần bán nhanh lô đất nền Nam Hoà Xuân.b2.97 sạch đẹp giá hạ nhiệt 3.27 tỷ,"Dự án Hòa Quý City, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,105 m²,3.27 tỷ
 Nhà 2 mê 3PN full nội thất sát chợ hoa - Thanh Khê,"Đường Nguyễn Công Hãng, Phường An Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,60 m²,3.25 tỷ
 Đất MT Phú Xuân 2 kẹp công viên 10m khu vip - Gần biển - Xây căn hộ là sự lựa chọn lý tưởng,"Đường Phú Xuân 2, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,4.2 tỷ
 Bán lô đường 10.5m lề 5m Đô Đốc Lân - Hoà Xuân - Cẩm Lệ đối diện trường C3 Nguyễn Văn Thoại,"Đường Đô Đốc Lân, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,4.25 tỷ
 Bán nhà MT Cồn Dầu 1 - Hoà Xuân - Cẩm Lệ,"Đường Cồn Dầu 1, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,3.78 tỷ
 Bán lô đường 7.5m lề 3m Đoàn Hữu Trưng - Hoà An - Cẩm Lệ giá tốt,"Đường Đoàn Hữu Trưng, Phường Hòa An, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,117 m²,4.07 tỷ
 Bán nhà 3 tầng đường 10.5m Nguyễn Đức Trung - nhà 3 mặt tiền đang kinh doanh - chính chủ bán,"Đường Nguyễn Đức Trung, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,133 m²,20 tỷ
" Bán lô đường 7.5m lề 4m Nguyễn Kim - Hoà Xuân, giá tốt nhất thị trường","Đường Nguyễn Kim, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,3.52 tỷ
 Bán lô đường 15m lề 5m MT Phạm Hùng - Hoà Phước,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",Loại tin đăng: Bán đất,107.5 m²,6.2 tỷ
 Đất đường Cồn Dầu 18 - Ven sông sinh thái Hòa Xuân,"Dự án KĐT Hòa Xuân mở rộng, Đường Cồn Dầu 18, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,4.25 tỷ
" Nhà 2 mặt đường Nguyễn Thị Minh Khai, trung tâm thành phố, Hải Châu, Đà Nẵng","Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,675.8 m²,175 triệu/m²
" Cặp đất biệt thự phố tây Bùi Viện Đà Nẵng, đối lưng Thăng Long ven sông Hàn","Đường Bùi Viện, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Loại tin đăng: Bán đất,496 m²,62 triệu/m²
 Khu E Kim Long - Nguyễn Sinh Sắc gần biển. Chỉ 4 tỷ/ lô,"Dự án Kim Long City, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,90 m²,4 tỷ
" Lô góc đường 10,5m Trương Định - Hướng Đông view biển. Giá tốt nhất Sơn Trà, Đà Nẵng","Đường Trương Định, Phường Mân Thái, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,105 m²,115 triệu/m²
" Bán toà căn hộ 4 tầng - mặt tiền Khu An Thượng - Đà Nẵng. Xây 4 tầng, 7 phòng cho thuê 24tr - 6tỷ7","Đường An Thượng, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,65 m²,6.7 tỷ
" Cần bán nhanh nhà 2 tầng diện tích lớn, kiệt 3m đường Đống Đa giá rẻ","Đường Đống Đa, Phường Thạch Thang, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,62 m²,3.5 tỷ
 Hoà Ninh diện tích 20000m2 có 400m2 đất ở đường hai tô tránh nhau. Cách đường vành đai 300m,"Xã Hòa Ninh, Hòa Vang, Đà Nẵng","Loại tin đăng: Bán trang trại, khu nghỉ dưỡng",20000 m²,Thỏa thuận
" Hàng kín giá tốt bán nhà hai tầng cách bãi tắm Mỹ Khê 200m. DT: 215m2 ngang 7,8m","Đường Mỹ Đa Đông 12, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,215 m²,84 triệu/m²
" Sốc lô đất sạch đẹp mặt tiền đường 30,5m giá 46,7 tr/m2, ngang 7,5. Vị trí đẹp nhất khu Phú Mỹ An","Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,150 m²,7 tỷ
 Bán nhà 3 tầng đường Hoàng Hiệp - Hoà Xuân,"Dự án Nam cầu Nguyễn Tri Phương, Đường Hoàng Hiệp, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,5.4 tỷ
 Bán nhà 2 tầng đường Khương Hữu Dụng - Hoà Xuân,"Đường Khương Hữu Dụng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,4.4 tỷ
" Sốc sốc sốc lô đất diện tích lớn hai mặt tiền Phan Tứ, giá sơ sơ sinh chưa qua đầu tư. Sát biển","Đường Phan Tứ, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,520 m²,50 tỷ
" Chính chủ cần bán gấp khách sạn mini 7 tầng, cách biển 400m","Đường Dương Đình Nghệ, Phường An Hải Đông, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,74 m²,15 tỷ
 Bán 3 lô liền kề kho Nguyễn Công Hoan - Sau lưng bến xe Đà Nẵng,"Đường Nguyễn Công Hoan, Phường Hòa An, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,545 m²,18 tỷ
 Bán nhà 3 tầng 2 mặt kiệt 90 Nguyễn Văn Linh - P. Nam Dương - Q. Hải Châu - ĐN,"Kiệt 90, Đường Nguyễn Văn Linh, Phường Nam Dương, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà riêng,73 m²,4.85 tỷ
" Bán lô góc 2MT TĐC Đà Sơn - Hoà Khánh Nam - Liên Chiểu, giá tốt","Phố Nam Cao, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,204.9 m²,5.5 tỷ
 Bán lô đường 7.5m lề 3m Đỗ Thúc Tịnh - Khuê Trung - Cẩm Lệ,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,103 m²,5 tỷ
 Bán 2 lô liền kề đường Nguyễn Hữu Thọ - Khuê Trung - Cẩm Lệ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,250 m²,31 tỷ
 Bán lô 2 mặt tiền Thanh Lương 11 và Thanh Lương 12 - Hoà Xuân - Cẩm Lệ,"Dự án Dream Home, Đường Thanh Lương 11, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,128.9 m²,5.6 tỷ
" Chính chủ bán nhà view biển Mâu Thái, sau đường Vĩ Nguyên Giáp, DT 105m2, MT 5m. LH: 0845636888","Đường Lê Văn Thứ, Phường Mân Thái, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,105 m²,8 tỷ
" Căn hộ 2PN The Ori Garden giá tốt nhất 1.150tỷ, view hồ bơi nội khu. Diện tích 53m2","Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng.",Loại tin đăng: Bán căn hộ chung cư,53.4 m²,1.15 tỷ
 Bán lô MT Văn Tiến Dũng - Hoà Xuân - đoạn đầu đường giá tốt,"Đường Văn Tiến Dũng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,5.2 tỷ
 Bán lô góc 2MT đường Ngô Mây và Hoàng Đạo Thành - Hoà Xuân - Cẩm Lệ,"Đường Ngô Mây, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,127 m²,4.75 tỷ
" Chính chủ xuất ngoại gấp nên bán rẻ nhà giá đẹp như mơ, hiếm có, nội thất đầy đủ, siêu sang","Đường Đỗ Ngọc Du, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà riêng,51 m²,2.7 tỷ
 Bán nhà 3 tầng 3 mê MT Vũ Quỳnh - Thanh Khê,"Đường Vũ Quỳnh, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,75 m²,5.2 tỷ
" Bán đất đường Phạm Văn Đồng, ngay gần biển: 0962138263","Đường Phạm Văn Đồng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,125 m²,27 tỷ
" Đất chính chủ mặt tiền đường Xô Viết Nghệ Tĩnh, Hải Châu, Đà Nẵng","Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,150 m²,16.5 tỷ
 Bán nhà 3 tầng đường Trung Lương 15 - Đảo Vip - Hoà Xuân - Cẩm Lệ,"Đường Trung Lương 15, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,6.8 tỷ
 Cần thu hồi vốn bán nhanh căn shophouse tại phố đi bộ đẳng cấp nhất trung tâm Đà Nẵng,"Dự án Regal Pavillon Đà Nẵng, Đường Hóa Sơn 10, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",120 m²,18.5 tỷ
 Bán lô đường Lê Kim Lăng - Hoà Thọ Đông - Cẩm Lệ lề 12m,"Đường Lê Kim Lăng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,116 m²,6.15 tỷ
 Chính chủ cần bán biệt thự nghỉ dưỡng Đà Nẵng One River sở hữu lâu dài giá tốt nhất,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","Loại tin đăng: Bán nhà biệt thự, liền kề",300 m²,23 tỷ
 Bán đất đường Lê Quảng Chí - Hoà Xuân - Cẩm Lệ - TP Đà Nẵng,"Đường Lê Quảng Chí, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,6.7 tỷ
" Bán lô đất đường Đỗ Thế Chấp, cách biển Phạm Văn Đồng 100m, giáp Sheraton Đà Nẵng 0962138263","Đường Đỗ Thế Chấp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,240 m²,Thỏa thuận
 Cần bán đất mặt tiền đường Mẹ Thứ - Hoà Xuân - Cẩm Lệ,"Đường Mẹ Thứ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,126.8 m²,5.5 tỷ
" Bán siêu phẩm đường Tô Hiệu, Đà Nẵng 229 m2 giá chỉ 11,5 tỷ","Đường Tô Hiệu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,229.3 m²,11.5 tỷ
 Bán lô đường 10.5m Phan Thao - Hoà Xuân gần vs Trần Nam Trung,"Đường Phan Thao, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,4.4 tỷ
" Cần bán đất thuộc KĐT Golden Hills đối lưng vệt 50m Nguyễn Tất Thành, giá rẻ đầu tư. LH 0905820090","Dự án Golden Hills City, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,Thỏa thuận
 Thông tin chính thức từ CĐT về dự án Regal Pavillon - phố đi bộ thương mại đầu tiên tại Đà Nẵng,"Dự án Regal Pavillon Đà Nẵng, Hải Châu, Đà Nẵng","Loại tin đăng: Bán shophouse, nhà phố thương mại",411 m²,Thỏa thuận
 Bán nhà 2.5 tầng đường Vũ Đình Liên - Hoà Xuân - Cẩm Lệ,"Phố Vũ Đình Liên, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,5.1 tỷ
 Bán lô đất biệt thự Trần Đại Nghĩa - Hoà Hải - Ngũ Hành Sơn,"Phố Trần Đại Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,375 m²,14.8 tỷ
 Bán lô 2MT đường Nam Cao kẹp kiệt 3m - Vị trí kinh doanh sầm uất,"Phố Nam Cao, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,161.5 m²,7.9 tỷ
 Bán nhà mặt tiền đường Dương Đình Nghệ 4 tầng,"Đường Dương Đình Nghệ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,87.5 m²,125.8 triệu/m²
 Bán nhà 3 mê 3 tầng đường 10.5m lề 5m Hà Tông Quyền - Khuê Trung - Cẩm Lệ,"Đường Hà Tông Quyền, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,136.8 m²,9.5 tỷ
 Bán cụm đất 587m2 kiệt 6m Lê Văn Hiến - Ngũ Hành Sơn,"Đường Lê Văn Hiến, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,587.3 m²,6.9 tỷ
" Bán lô đường Nguyễn Kim - Hoà Xuân - Cẩm Lệ, giá đầu tư","Đường Nguyễn Kim, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,3.6 tỷ
" Bán lô đất đẹp ngay công viên Hồ Nghinh đường Phước Trường 11 giá rẻ nhất tuyến đường, 0901319109","Đường Phước Trường 11, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,8.15 tỷ
 Bán lô biệt thự đường Phan Tòng thông ra Trường Sa - Hoà Hải - Ngũ Hành Sơn,"Đường Phan Tòng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,157 m²,6.3 tỷ
 Bán 2 lô liền kề đường vệt 50m Nguyễn Tất Thành nối dài,"Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,220 m²,10 tỷ
 Bán lô 2 MT đường 10.5m Tân Lưu - TĐC Tân Trà - Hoà Hải - Ngũ Hành Sơn,"Đường Tân Lưu, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,154.6 m²,8.7 tỷ
 Bán lô MT đường Nguyễn Xí - Hoà Minh - Liên Chiểu,"Phố Nguyễn Xí, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,125 m²,5.3 tỷ
 Bán nhà 2 tầng 2 mê đường Bùi Trang Chước - sát Lê Quảng Chí - Hoà Xuân,"Đường Bùi Trang Chước, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,5.9 tỷ
" Cần tiền bán rẻ căn nhà 3 tầng MT Đặng Thai Mai, Thanh Khê, 130m2, 13.8 tỷ, 0905075155","Đường Đặng Thai Mai, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,130 m²,13.8 tỷ
 Bán lô đất MT Bình Thái 1 - Tặng nhà 2 tầng kiên cố - tách được 2 lô,"Đường Bình Thái 1, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,203 m²,7 tỷ
" Chính chủ gửi bán nhanh lô đất kiệt 113 Hoàng Văn Thái, cách kiệt 50m giá tốt","113, Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",Loại tin đăng: Bán đất,60 m²,1.82 tỷ
 Bán lô 2MT đường Hoàng Bình Chính - Bùi Bỉnh Uyên - Hoà Hải - Ngũ Hành Sơn,"Đường Hoàng Bình Chính, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,266 m²,11.2 tỷ
 Bán lô góc 2MT Trần Lê và Cẩm Nam 9 - Hoà Xuân - Cẩm Lệ,"Đường Trần Lê, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,107.5 m²,4.85 tỷ
" Cần bán 2 lô thôn Dương Sơn, xã Hoà Châu, huyện Hoà Vang, TP Đà Nẵng","Xã Hòa Châu, Hòa Vang, Đà Nẵng",Loại tin đăng: Bán đất,127 m²,1.25 tỷ
" Bán lô ống và lô góc 2MT đường 10m5 Lê Quảng Chí, Hoà Xuân, Cẩm Lệ","Đường Lê Quảng Chí, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,165 m²,Thỏa thuận
" Bản đồ phân lô Nam Hòa Xuân, khu đô thị ven sông Hòa Quý là dự án thu hút nhiều khách đầu tư","Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,3.3 tỷ
 CHUYỂN NHƯỢNG XƯỞNG 7800M2 TẠI KCN HOÀ KHÁNH,"Đường 10, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng","Loại tin đăng: Bán kho, nhà xưởng",7800 m²,26 tỷ
" Bán đất Đảo 1, qua cầu Hòa Xuân rẽ phải, sau lưng siêu thị Mega, 0938122267","Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,100 m²,4.2 tỷ
 Bán gấp lô Lý Tế Xuyên - Khuê Trung - Cẩm Lệ,"Đường Lý Tế Xuyên, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,70 m²,3.29 tỷ
" Bán đất block Điện Âm khu đô thị sinh thái ven sông Nam Hòa Xuân, Ngũ Hành Sơn","Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,105 m²,3.6 tỷ
 Đất nền block Đầm Sen khu đô thị sinh thái ven sông Nam Hòa Xuân - 0938122267,"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,3.6 tỷ
" Bán đất 2 mặt tiền kiệt ô tô đường Bình Kỳ, Đà Nẵng. Giá 2.3 tỷ DT 112m2","Đường Bình Kỳ, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,112 m²,2.3 tỷ
 Bán lô MT Trần Thái Tông - An Khê - Thanh Khê,"Đường Trần Thái Tông, Phường An Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán đất,62 m²,3.4 tỷ
" Bán đất khu đô thị Phước Lý tại Hòa An 22, Đà Nẵng","Dự án Phước Lý, Đường Hòa An 22, Phường Hòa An, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,3.1 tỷ
 Bán nhà 3 tầng đường Đậu Quang Lĩnh - Hoà Xuân,"Đường Đậu Quang Lĩnh, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,100 m²,5.2 tỷ
" Bán lô góc 2 mặt tiền đường Trần Bạch Đằng - Đỗ Bá, P. Mỹ An, Quận Ngũ Hành Sơn","Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,535 m²,170 tỷ
" Đất nền Nam Nguyễn Tri Phương, Hòa Xuân, Cẩm Lệ. 0938122267","Dự án Nam cầu Nguyễn Tri Phương, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất nền dự án,100 m²,3.5 tỷ
 Bán 2 lô liền kề đường 29/3 - Hoà Xuân - Cẩm Lệ,"Đường 29/3, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán đất,200 m²,14 tỷ
" Bán nhà riêng 5 tầng x 120m2 có thang máy khu đô thị Hoà Xuân, Đà Nẵng","Dự án Dream Home, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,120 m²,10.5 tỷ
 Lô góc ngã 4 view sông Hàn gần mặt tiền đường Thăng Long - Hải Châu - Đà Nẵng. Diện tích 160m2,"Đường Thăng Long, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Loại tin đăng: Bán đất,160 m²,120 triệu/m²
 Bán khách sạn 4 sao mặt tiền đẹp nhất đường Võ Nguyên Giáp đối diện nhà hàng 4U. Giá chỉ 495 tỷ,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,600 m²,495 tỷ
 Bán đất kiệt ô tô 5m Trần Thái Tông - An Khê - Thanh Khê,"Đường Trần Thái Tông, Phường An Khê, Thanh Khê, Đà Nẵng",Loại tin đăng: Bán đất,51 m²,2.4 tỷ
" Bán nhà đường 7m5, Lê Chân, gần Vương Thừa Vũ, 5' ra biển, DT 75m2, giá 4.Xx tỷ","Đường Lê Chân, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà riêng,75 m²,4.9 tỷ
" Bán đất đường Hoài Thanh, Mỹ An, Ngũ Hành Sơn","Đường Hoài Thanh, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,87.7 m²,5.2 tỷ
 chính chủ bán nhà 3 tầng đường Nguyễn Sắc Kim _ Hòa Xuân _ Cẩm Lệ full nội thất,"Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,95 m²,5.4 tỷ
" Bán 560m2 đất mặt tiền đường 2 tháng 9, Q. Hải Châu. Giá cực rẻ","Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán đất,560 m²,36 tỷ
" Bán nhà mặt tiền đường 2 tháng 9, P. Hòa Cường Bắc, Q. Hải Châu. DT: 560m2","Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,560 m²,33.5 tỷ
" Cần bán tòa nhà 7 tầng đường Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng","Đường Tô Hiến Thành, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Loại tin đăng: Bán nhà mặt phố,77 m²,7.7 tỷ
" Bán lô đất 1000m2 ở lâu dài đường Trường Sa, Đà Nẵng đối diện resort 5 sao LH: 0935932887","Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Loại tin đăng: Bán đất,1000 m²,42 tỷ
